step,train_loss,train_accuracy,ce_loss,pairwise_loss,learning_rate,wall_clock_time_sec,val_loss,val_accuracy,val_nll,val_ece,val_brier,val_positive_logit_mean,val_hard_negative_logit_mean,val_margin_mean,val_positive_drive_mean,val_positive_resistance_mean,val_hard_negative_drive_mean,val_hard_negative_resistance_mean,val_sample_uncertainty_mean,val_ambiguity_mean,val_class_resistance_mean,val_resistance_noise_corr,val_resistance_occlusion_corr
1,1.7842901945114136,0.1875,1.7837551832199097,0.010701391845941544,0.001,0.08412003517150879,,,,,,,,,,,,,,,,,
2,1.545541524887085,0.3125,1.5449950695037842,0.010929172858595848,0.001,0.16465520858764648,,,,,,,,,,,,,,,,,
3,1.8046818971633911,0.15625,1.804136037826538,0.01091668289154768,0.001,0.24415898323059082,,,,,,,,,,,,,,,,,
4,1.7061847448349,0.21875,1.7056341171264648,0.011013232171535492,0.001,0.32346296310424805,,,,,,,,,,,,,,,,,
5,1.6209993362426758,0.28125,1.6204454898834229,0.011076049879193306,0.001,0.4033968448638916,,,,,,,,,,,,,,,,,
6,1.5774141550064087,0.28125,1.5768582820892334,0.011117230169475079,0.001,0.4824519157409668,,,,,,,,,,,,,,,,,
7,1.5476049184799194,0.34375,1.5470495223999023,0.01110888086259365,0.001,0.5622611045837402,,,,,,,,,,,,,,,,,
8,1.6160224676132202,0.25,1.6154714822769165,0.011020699515938759,0.001,0.6431839466094971,,,,,,,,,,,,,,,,,
9,1.507568120956421,0.375,1.5070205926895142,0.010951194912195206,0.001,0.7214601039886475,,,,,,,,,,,,,,,,,
10,1.5232884883880615,0.34375,1.5227477550506592,0.010813637636601925,0.001,0.8028280735015869,1.8216389417648315,0.1953125,1.8216389417648315,0.19578588008880615,0.8743747472763062,0.1084408164024353,0.8839754462242126,-0.7755346298217773,nan,nan,nan,nan,nan,nan,nan,nan,nan
11,1.569045901298523,0.3125,1.5685153007507324,0.010612192563712597,0.001,1.0121960639953613,,,,,,,,,,,,,,,,,
12,1.4700993299484253,0.25,1.4695780277252197,0.010425939224660397,0.001,1.0922508239746094,,,,,,,,,,,,,,,,,
13,1.4952280521392822,0.28125,1.494717001914978,0.010220175608992577,0.001,1.1725971698760986,,,,,,,,,,,,,,,,,
14,1.539538025856018,0.28125,1.5390353202819824,0.010053934529423714,0.001,1.2582731246948242,,,,,,,,,,,,,,,,,
15,1.4574840068817139,0.34375,1.4569889307022095,0.009900547564029694,0.001,1.3495440483093262,,,,,,,,,,,,,,,,,
16,1.4981365203857422,0.375,1.4976496696472168,0.009737295098602772,0.001,1.4399082660675049,,,,,,,,,,,,,,,,,
17,1.3385956287384033,0.40625,1.3381154537200928,0.00960373505949974,0.001,1.5258030891418457,,,,,,,,,,,,,,,,,
18,1.3582314252853394,0.5,1.3577605485916138,0.009418051689863205,0.001,1.6063129901885986,,,,,,,,,,,,,,,,,
19,1.4004032611846924,0.4375,1.3999419212341309,0.009226851165294647,0.001,1.689810037612915,,,,,,,,,,,,,,,,,
20,1.4188988208770752,0.375,1.4184455871582031,0.009064124897122383,0.001,1.7783119678497314,1.8513274192810059,0.1953125,1.8513274192810059,0.27664974331855774,0.9098448157310486,0.13115474581718445,1.0704450607299805,-0.9392902851104736,nan,nan,nan,nan,nan,nan,nan,nan,nan
21,1.3761378526687622,0.40625,1.37569260597229,0.008904836140573025,0.001,2.0041821002960205,,,,,,,,,,,,,,,,,
22,1.3069852590560913,0.34375,1.306548833847046,0.008729374967515469,0.001,2.0908451080322266,,,,,,,,,,,,,,,,,
23,1.4310203790664673,0.40625,1.430594801902771,0.008510539308190346,0.001,2.1767690181732178,,,,,,,,,,,,,,,,,
24,1.4138084650039673,0.3125,1.4133944511413574,0.008280972018837929,0.001,2.2700741291046143,,,,,,,,,,,,,,,,,
25,1.2762798070907593,0.46875,1.275874376296997,0.008109735324978828,0.001,2.356279134750366,,,,,,,,,,,,,,,,,
26,1.2202569246292114,0.5,1.219861626625061,0.007906099781394005,0.001,2.441754102706909,,,,,,,,,,,,,,,,,
27,1.2924367189407349,0.46875,1.2920526266098022,0.007680845446884632,0.001,2.5251541137695312,,,,,,,,,,,,,,,,,
28,1.1107081174850464,0.6875,1.1103336811065674,0.007488264236599207,0.001,2.609236001968384,,,,,,,,,,,,,,,,,
29,1.1919224262237549,0.5625,1.1915587186813354,0.007273554801940918,0.001,2.6944429874420166,,,,,,,,,,,,,,,,,
30,1.15486741065979,0.5,1.1545127630233765,0.007093638181686401,0.001,2.7803330421447754,1.9580907821655273,0.1953125,1.9580907821655273,0.3336056172847748,0.954596221446991,0.11743417382240295,1.2619197368621826,-1.1444854736328125,nan,nan,nan,nan,nan,nan,nan,nan,nan
