step,train_loss,train_accuracy,learning_rate,wall_clock_time_sec,ce_loss,pairwise_loss,resistance_supervision_loss,val_accuracy,val_ece
1,1.6032048463821411,0.34375,0.001,0.0014491081237792969,1.602609634399414,0.011904241517186165,0.0,,
2,1.597670316696167,0.34375,0.001,0.0028340816497802734,1.597114086151123,0.011124075390398502,0.0,,
3,1.5918869972229004,0.3125,0.001,0.0041959285736083984,1.591376781463623,0.010205156169831753,0.0,,
4,1.6123031377792358,0.15625,0.001,0.005645036697387695,1.6118388175964355,0.00928700715303421,0.0,,
5,1.5943124294281006,0.28125,0.001,0.0069599151611328125,1.5938899517059326,0.008449790999293327,0.0,,
6,1.6011074781417847,0.1875,0.001,0.008686065673828125,1.6007232666015625,0.007683430798351765,0.0,,
7,1.5717859268188477,0.40625,0.001,0.010241031646728516,1.5714370012283325,0.006978967692703009,0.0,,
8,1.5855474472045898,0.1875,0.001,0.011764049530029297,1.5852327346801758,0.00629436457529664,0.0,,
9,1.5932942628860474,0.15625,0.001,0.013468027114868164,1.5930087566375732,0.00570960808545351,0.0,,
10,1.5842134952545166,0.25,0.001,0.015022039413452148,1.5839557647705078,0.005154661368578672,0.0,0.1953125,0.035145193338394165
11,1.611251711845398,0.1875,0.001,0.01868295669555664,1.6110199689865112,0.004634770564734936,0.0,,
12,1.6126389503479004,0.15625,0.001,0.02030491828918457,1.6124305725097656,0.00416666641831398,0.0,,
13,1.5963910818099976,0.125,0.001,0.022040843963623047,1.596201777458191,0.0037868500221520662,0.0,,
14,1.5864906311035156,0.25,0.001,0.023939132690429688,1.5863174200057983,0.003463990520685911,0.0,,
15,1.5894864797592163,0.1875,0.001,0.02591705322265625,1.5893274545669556,0.0031813860405236483,0.0,,
16,1.5872447490692139,0.21875,0.001,0.027639150619506836,1.5870976448059082,0.0029420540668070316,0.0,,
17,1.5752443075180054,0.21875,0.001,0.02934098243713379,1.575107455253601,0.002737196860834956,0.0,,
18,1.5598737001419067,0.28125,0.001,0.031075239181518555,1.5597448348999023,0.0025771036744117737,0.0,,
19,1.5749013423919678,0.28125,0.001,0.03286004066467285,1.57477867603302,0.0024528352078050375,0.0,,
20,1.5626438856124878,0.25,0.001,0.035118818283081055,1.5625250339508057,0.002377315890043974,0.0,0.3046875,0.0765499472618103
21,1.580978274345398,0.1875,0.001,0.038552045822143555,1.5808615684509277,0.002332933945581317,0.0,,
22,1.5592613220214844,0.34375,0.001,0.040435075759887695,1.5591449737548828,0.0023264659103006124,0.0,,
23,1.5529534816741943,0.21875,0.001,0.04248809814453125,1.552835464477539,0.0023593218065798283,0.0,,
24,1.5600054264068604,0.3125,0.001,0.044400930404663086,1.5598832368850708,0.002443585079163313,0.0,,
25,1.5418236255645752,0.40625,0.001,0.04632711410522461,1.5416961908340454,0.00254819099791348,0.0,,
26,1.5416356325149536,0.46875,0.001,0.04827284812927246,1.5415011644363403,0.002688445383682847,0.0,,
27,1.5088735818862915,0.4375,0.001,0.05034303665161133,1.508730173110962,0.0028671384789049625,0.0,,
28,1.518782377243042,0.40625,0.001,0.052433013916015625,1.5186285972595215,0.0030754697509109974,0.0,,
29,1.5343834161758423,0.46875,0.001,0.05446791648864746,1.5342179536819458,0.0033098733983933926,0.0,,
30,1.459190011024475,0.53125,0.001,0.05676388740539551,1.4590121507644653,0.003556201932951808,0.0,0.3203125,0.12055429071187973
31,1.4646252393722534,0.4375,0.001,0.06088876724243164,1.464432954788208,0.003845261875540018,0.0,,
32,1.5143966674804688,0.28125,0.001,0.06307315826416016,1.514189600944519,0.004141227342188358,0.0,,
33,1.5717355012893677,0.15625,0.001,0.06557393074035645,1.5715131759643555,0.004446555394679308,0.0,,
34,1.5061423778533936,0.25,0.001,0.06814122200012207,1.5059067010879517,0.004712528083473444,0.0,,
35,1.4770257472991943,0.28125,0.001,0.07043313980102539,1.476776123046875,0.0049928599037230015,0.0,,
36,1.5142556428909302,0.375,0.001,0.07270002365112305,1.513990879058838,0.005294867791235447,0.0,,
37,1.4740190505981445,0.375,0.001,0.07516098022460938,1.4737389087677002,0.005603804253041744,0.0,,
38,1.4928427934646606,0.34375,0.001,0.07760906219482422,1.4925479888916016,0.005895754788070917,0.0,,
39,1.4225547313690186,0.4375,0.001,0.08002305030822754,1.4222443103790283,0.006209352519363165,0.0,,
40,1.4808980226516724,0.375,0.001,0.08244204521179199,1.4805700778961182,0.0065586804412305355,0.0,0.3515625,0.16025839745998383
