step,train_loss,train_accuracy,ce_loss,pairwise_loss,learning_rate,wall_clock_time_sec,val_loss,val_accuracy,val_nll,val_ece,val_brier,val_positive_logit_mean,val_hard_negative_logit_mean,val_margin_mean,val_positive_drive_mean,val_positive_resistance_mean,val_hard_negative_drive_mean,val_hard_negative_resistance_mean,val_sample_uncertainty_mean,val_ambiguity_mean,val_class_resistance_mean,val_resistance_noise_corr,val_resistance_occlusion_corr
1,1.7842901945114136,0.1875,1.7837551832199097,0.010701391845941544,0.001,0.04281115531921387,,,,,,,,,,,,,,,,,
2,1.545541524887085,0.3125,1.5449950695037842,0.010929172858595848,0.001,0.0835273265838623,,,,,,,,,,,,,,,,,
3,1.8046818971633911,0.15625,1.804136037826538,0.01091668289154768,0.001,0.12348818778991699,,,,,,,,,,,,,,,,,
4,1.7061847448349,0.21875,1.7056341171264648,0.011013232171535492,0.001,0.16284418106079102,,,,,,,,,,,,,,,,,
5,1.6209993362426758,0.28125,1.6204454898834229,0.011076049879193306,0.001,0.2032313346862793,,,,,,,,,,,,,,,,,
6,1.5774141550064087,0.28125,1.5768582820892334,0.011117230169475079,0.001,0.2436683177947998,,,,,,,,,,,,,,,,,
7,1.5476049184799194,0.34375,1.5470495223999023,0.01110888086259365,0.001,0.28331422805786133,,,,,,,,,,,,,,,,,
8,1.6160224676132202,0.25,1.6154714822769165,0.011020699515938759,0.001,0.323883056640625,,,,,,,,,,,,,,,,,
9,1.507568120956421,0.375,1.5070205926895142,0.010951194912195206,0.001,0.36347007751464844,,,,,,,,,,,,,,,,,
10,1.5232884883880615,0.34375,1.5227477550506592,0.010813637636601925,0.001,0.4034092426300049,1.8216389417648315,0.1953125,1.8216389417648315,0.19578588008880615,0.8743747472763062,0.1084408164024353,0.8839754462242126,-0.7755346298217773,nan,nan,nan,nan,nan,nan,nan,nan,nan
11,1.569045901298523,0.3125,1.5685153007507324,0.010612192563712597,0.001,0.5091512203216553,,,,,,,,,,,,,,,,,
12,1.4700993299484253,0.25,1.4695780277252197,0.010425939224660397,0.001,0.5498239994049072,,,,,,,,,,,,,,,,,
13,1.4952280521392822,0.28125,1.494717001914978,0.010220175608992577,0.001,0.5911562442779541,,,,,,,,,,,,,,,,,
14,1.539538025856018,0.28125,1.5390353202819824,0.010053934529423714,0.001,0.6320602893829346,,,,,,,,,,,,,,,,,
15,1.4574840068817139,0.34375,1.4569889307022095,0.009900547564029694,0.001,0.6727311611175537,,,,,,,,,,,,,,,,,
16,1.4981365203857422,0.375,1.4976496696472168,0.009737295098602772,0.001,0.7135763168334961,,,,,,,,,,,,,,,,,
17,1.3385956287384033,0.40625,1.3381154537200928,0.00960373505949974,0.001,0.753777265548706,,,,,,,,,,,,,,,,,
18,1.3582314252853394,0.5,1.3577605485916138,0.009418051689863205,0.001,0.7937483787536621,,,,,,,,,,,,,,,,,
19,1.4004032611846924,0.4375,1.3999419212341309,0.009226851165294647,0.001,0.8343281745910645,,,,,,,,,,,,,,,,,
20,1.4188988208770752,0.375,1.4184455871582031,0.009064124897122383,0.001,0.8747541904449463,1.8513274192810059,0.1953125,1.8513274192810059,0.27664974331855774,0.9098448157310486,0.13115474581718445,1.0704450607299805,-0.9392902851104736,nan,nan,nan,nan,nan,nan,nan,nan,nan
21,1.3761378526687622,0.40625,1.37569260597229,0.008904836140573025,0.001,0.9829580783843994,,,,,,,,,,,,,,,,,
22,1.3069852590560913,0.34375,1.306548833847046,0.008729374967515469,0.001,1.0233652591705322,,,,,,,,,,,,,,,,,
23,1.4310203790664673,0.40625,1.430594801902771,0.008510539308190346,0.001,1.0632603168487549,,,,,,,,,,,,,,,,,
24,1.4138084650039673,0.3125,1.4133944511413574,0.008280972018837929,0.001,1.1034202575683594,,,,,,,,,,,,,,,,,
25,1.2762798070907593,0.46875,1.275874376296997,0.008109735324978828,0.001,1.1445021629333496,,,,,,,,,,,,,,,,,
26,1.2202569246292114,0.5,1.219861626625061,0.007906099781394005,0.001,1.1859042644500732,,,,,,,,,,,,,,,,,
27,1.2924367189407349,0.46875,1.2920526266098022,0.007680845446884632,0.001,1.2278971672058105,,,,,,,,,,,,,,,,,
28,1.1107081174850464,0.6875,1.1103336811065674,0.007488264236599207,0.001,1.2691802978515625,,,,,,,,,,,,,,,,,
29,1.1919224262237549,0.5625,1.1915587186813354,0.007273554801940918,0.001,1.310723066329956,,,,,,,,,,,,,,,,,
30,1.15486741065979,0.5,1.1545127630233765,0.007093638181686401,0.001,1.3507163524627686,1.9580907821655273,0.1953125,1.9580907821655273,0.3336056172847748,0.954596221446991,0.11743417382240295,1.2619197368621826,-1.1444854736328125,nan,nan,nan,nan,nan,nan,nan,nan,nan
