step,train_loss,train_accuracy,pairwise_loss,learning_rate,wall_clock_time_sec,val_loss,val_accuracy,val_nll,val_ece,val_brier,val_positive_logit_mean,val_hard_negative_logit_mean,val_margin_mean,val_positive_drive_mean,val_positive_resistance_mean,val_hard_negative_drive_mean,val_hard_negative_resistance_mean,val_sample_uncertainty_mean,val_ambiguity_mean,val_class_resistance_mean,val_resistance_noise_corr,val_resistance_occlusion_corr
1,1.6072068214416504,0.3125,0.011904241517186165,0.001,0.0020961761474609375,,,,,,,,,,,,,,,,,
2,1.6070246696472168,0.25,0.011972656473517418,0.001,0.0033740997314453125,,,,,,,,,,,,,,,,,
3,1.6103814840316772,0.21875,0.012001785449683666,0.001,0.004637002944946289,,,,,,,,,,,,,,,,,
4,1.608484148979187,0.21875,0.011942198500037193,0.001,0.0059661865234375,,,,,,,,,,,,,,,,,
5,1.6150591373443604,0.15625,0.011871332302689552,0.001,0.0072917938232421875,,,,,,,,,,,,,,,,,
6,1.6141349077224731,0.15625,0.01178240217268467,0.001,0.008633136749267578,,,,,,,,,,,,,,,,,
7,1.6130788326263428,0.1875,0.01172518078237772,0.001,0.009964942932128906,,,,,,,,,,,,,,,,,
8,1.602880835533142,0.28125,0.011627192609012127,0.001,0.011255025863647461,,,,,,,,,,,,,,,,,
9,1.6138194799423218,0.15625,0.011519522406160831,0.001,0.012588024139404297,,,,,,,,,,,,,,,,,
10,1.6125539541244507,0.1875,0.011421756818890572,0.001,0.013917922973632812,1.607480764389038,0.234375,1.607480764389038,0.021916896104812622,0.7991979122161865,0.00900268740952015,0.053670018911361694,-0.0446673259139061,0.31580954790115356,0.8939019441604614,0.6258699297904968,0.8932777643203735,0.6937518119812012,0.0,0.20017732679843903,-0.05842560902237892,-0.004635625518858433
11,1.6155238151550293,0.125,0.011303449049592018,0.001,0.016202926635742188,,,,,,,,,,,,,,,,,
12,1.6122403144836426,0.15625,0.011179267428815365,0.001,0.01767706871032715,,,,,,,,,,,,,,,,,
13,1.6131378412246704,0.125,0.011074654757976532,0.001,0.01917409896850586,,,,,,,,,,,,,,,,,
14,1.6109681129455566,0.15625,0.010937307961285114,0.001,0.02073192596435547,,,,,,,,,,,,,,,,,
15,1.6093392372131348,0.21875,0.010777903720736504,0.001,0.02236485481262207,,,,,,,,,,,,,,,,,
16,1.6120295524597168,0.1875,0.010650040581822395,0.001,0.0239870548248291,,,,,,,,,,,,,,,,,
17,1.607601284980774,0.25,0.010564209893345833,0.001,0.02561211585998535,,,,,,,,,,,,,,,,,
18,1.606438398361206,0.1875,0.010484222322702408,0.001,0.027248859405517578,,,,,,,,,,,,,,,,,
19,1.613669991493225,0.15625,0.01038415264338255,0.001,0.02892017364501953,,,,,,,,,,,,,,,,,
20,1.6083176136016846,0.125,0.010340159758925438,0.001,0.030604124069213867,1.6089754104614258,0.234375,1.6089754104614258,0.030783474445343018,0.7998138666152954,0.006372576579451561,0.023184502497315407,-0.016811925917863846,0.29317450523376465,0.8987002372741699,0.41923195123672485,0.8985747694969177,0.6984424591064453,0.0,0.2002527415752411,-0.03210052475333214,0.014436864294111729
21,1.6057682037353516,0.28125,0.010304620489478111,0.001,0.03285717964172363,,,,,,,,,,,,,,,,,
22,1.6020811796188354,0.3125,0.010284156538546085,0.001,0.03465008735656738,,,,,,,,,,,,,,,,,
23,1.6141024827957153,0.125,0.010262835770845413,0.001,0.03668618202209473,,,,,,,,,,,,,,,,,
24,1.6073038578033447,0.21875,0.010263008996844292,0.001,0.03843808174133301,,,,,,,,,,,,,,,,,
25,1.607681155204773,0.21875,0.010272452607750893,0.001,0.04049801826477051,,,,,,,,,,,,,,,,,
26,1.6150224208831787,0.0625,0.010278490372002125,0.001,0.04246187210083008,,,,,,,,,,,,,,,,,
27,1.6147968769073486,0.1875,0.010214775800704956,0.001,0.044638872146606445,,,,,,,,,,,,,,,,,
28,1.6145787239074707,0.0625,0.01013373862951994,0.001,0.04652690887451172,,,,,,,,,,,,,,,,,
29,1.614601731300354,0.15625,0.010042615234851837,0.001,0.04849505424499512,,,,,,,,,,,,,,,,,
30,1.6110575199127197,0.1875,0.009951193816959858,0.001,0.05047011375427246,1.6107393503189087,0.1796875,1.6107393503189087,0.026905208826065063,0.8005258440971375,0.003399717854335904,0.03623170033097267,-0.032831985503435135,0.270637571811676,0.9013944864273071,0.48105910420417786,0.9005167484283447,0.7010348439216614,0.0,0.200317844748497,-0.02163013629615307,0.002284290734678507
